character,character_id,cooldown,cost,id,multiplayer_hook,name,onfoot_effect,slot,status,tags,unlock,vehicle_effect
Oren Vale,char_oren,20,2 Resonanz,ab_char_oren_skill_4,"Wenn ein zweiter Spieler waehrend Friedensschlag ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Friedensschlag,"Friedensschlag ist eine Kerntechnik fuer Support / Heiler-Monk: sie setzt Wundlicht ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Wundlicht,"[""Hochkamm"", ""Wundlicht"", ""onfoot""]","Kapitel 5 optional, voll ab Post-20h / Bindung 3","Im Pilgerglocke wird Friedensschlag als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Oren Vale,char_oren,90,volle Resonanz,ab_char_oren_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Barmherzigkeit steht,"Ultimative Charaktertechnik: Barmherzigkeit steht verwandelt den persoenlichen Konflikt von Oren Vale in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Wundlicht,"[""ultimate"", ""Wundlicht""]",Bindung 3 oder Story-Schluessel fuer Oren Vale,"Im Fahrzeug loest Barmherzigkeit steht einen Signatur-Overdrive des Pilgerglocke aus, inklusive Spezialkamera und Teamfenster."
Oren Vale,char_oren,0,passiv,ab_char_oren_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Oren Vales Thema 'Barmherzigkeit ohne Feigheit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Wundlicht und Dialog-/Questloesungen.",passive_1,Wundlicht,"[""passive""]",Talentreihe 1,"Gibt dem Pilgerglocke einen kleinen, aber buildpraegenden Bonus."
Oren Vale,char_oren,0,passiv,ab_char_oren_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Oren Vales Thema 'Barmherzigkeit ohne Feigheit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Wundlicht und Dialog-/Questloesungen.",passive_2,Wundlicht,"[""passive""]",Talentreihe 2,"Gibt dem Pilgerglocke einen kleinen, aber buildpraegenden Bonus."
Oren Vale,char_oren,0,passiv,ab_char_oren_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Oren Vales Thema 'Barmherzigkeit ohne Feigheit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Wundlicht und Dialog-/Questloesungen.",passive_3,Wundlicht,"[""passive""]",Talentreihe 3,"Gibt dem Pilgerglocke einen kleinen, aber buildpraegenden Bonus."
Oren Vale,char_oren,10,Hitze 20,ab_char_oren_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Heilglocke,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Wundlicht,"[""vehicle"", ""Support-Kutsche"", ""Wundlicht""]",Pilgerglocke Modulstufe 1,"Heilglocke ist die Signaturtechnik des Pilgerglocke (Support-Kutsche). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Oren Vale,char_oren,18,Hitze 35,ab_char_oren_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Pilgerschild,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Wundlicht,"[""vehicle"", ""Support-Kutsche"", ""Wundlicht""]",Pilgerglocke Modulstufe 2,"Pilgerschild ist die Signaturtechnik des Pilgerglocke (Support-Kutsche). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Oren Vale,char_oren,30,Resonanzkern,ab_char_oren_vehicle_3,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Rettungsleine,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_3,Wundlicht,"[""vehicle"", ""Support-Kutsche"", ""Wundlicht""]",Pilgerglocke Modulstufe 3,"Rettungsleine ist die Signaturtechnik des Pilgerglocke (Support-Kutsche). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Yara Kest,char_yara,0,keine,ab_char_yara_basic,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Yaras Grundkette,"Schnelle Standardkombo, die Ressourcen erzeugt und den Charakterrhythmus lehrt. Spielt technisch, aufladend, improvisierend.",basic,Ueberladung,"[""Engineer / Drohnenkern"", ""Ueberladung""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Yara Kest,char_yara,4,keine,ab_char_yara_heavy,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Yaras Brecher,"Langsamer, schwerer Treffer mit hohem Haltungs- und Fahrzeugpanzer-Schaden. Spielt technisch, aufladend, improvisierend.",heavy,Ueberladung,"[""Engineer / Drohnenkern"", ""Ueberladung""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Yara Kest,char_yara,8,1 Fokus,ab_char_yara_skill_1,"Wenn ein zweiter Spieler waehrend Hammerladung ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Hammerladung,"Hammerladung ist eine Kerntechnik fuer Engineer / Drohnenkern: sie setzt Ueberladung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_1,Ueberladung,"[""Eisenbrandkueste"", ""Ueberladung"", ""onfoot""]",Post-20h: Aschdock-Rebellion / Bindung 1,"Im Kranhexe wird Hammerladung als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Yara Kest,char_yara,12,2 Fokus,ab_char_yara_skill_2,"Wenn ein zweiter Spieler waehrend Drohnenbiss ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Drohnenbiss,"Drohnenbiss ist eine Kerntechnik fuer Engineer / Drohnenkern: sie setzt Ueberladung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_2,Ueberladung,"[""Eisenbrandkueste"", ""Ueberladung"", ""onfoot""]",Post-20h: Aschdock-Rebellion / Bindung 1,"Im Kranhexe wird Drohnenbiss als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Yara Kest,char_yara,16,1 Resonanz,ab_char_yara_skill_3,"Wenn ein zweiter Spieler waehrend Nietregen ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Nietregen,"Nietregen ist eine Kerntechnik fuer Engineer / Drohnenkern: sie setzt Ueberladung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_3,Ueberladung,"[""Eisenbrandkueste"", ""Ueberladung"", ""onfoot""]",Post-20h: Aschdock-Rebellion / Bindung 2,"Im Kranhexe wird Nietregen als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Yara Kest,char_yara,20,2 Resonanz,ab_char_yara_skill_4,"Wenn ein zweiter Spieler waehrend Kesseltritt ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Kesseltritt,"Kesseltritt ist eine Kerntechnik fuer Engineer / Drohnenkern: sie setzt Ueberladung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Ueberladung,"[""Eisenbrandkueste"", ""Ueberladung"", ""onfoot""]",Post-20h: Aschdock-Rebellion / Bindung 3,"Im Kranhexe wird Kesseltritt als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Yara Kest,char_yara,90,volle Resonanz,ab_char_yara_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Die Werft erhebt sich,"Ultimative Charaktertechnik: Die Werft erhebt sich verwandelt den persoenlichen Konflikt von Yara Kest in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Ueberladung,"[""ultimate"", ""Ueberladung""]",Bindung 3 oder Story-Schluessel fuer Yara Kest,"Im Fahrzeug loest Die Werft erhebt sich einen Signatur-Overdrive des Kranhexe aus, inklusive Spezialkamera und Teamfenster."
Yara Kest,char_yara,0,passiv,ab_char_yara_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Yara Kests Thema 'Arbeit, Erfindung, Aufstand' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Ueberladung und Dialog-/Questloesungen.",passive_1,Ueberladung,"[""passive""]",Talentreihe 1,"Gibt dem Kranhexe einen kleinen, aber buildpraegenden Bonus."
Yara Kest,char_yara,0,passiv,ab_char_yara_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Yara Kests Thema 'Arbeit, Erfindung, Aufstand' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Ueberladung und Dialog-/Questloesungen.",passive_2,Ueberladung,"[""passive""]",Talentreihe 2,"Gibt dem Kranhexe einen kleinen, aber buildpraegenden Bonus."
Yara Kest,char_yara,0,passiv,ab_char_yara_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Yara Kests Thema 'Arbeit, Erfindung, Aufstand' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Ueberladung und Dialog-/Questloesungen.",passive_3,Ueberladung,"[""passive""]",Talentreihe 3,"Gibt dem Kranhexe einen kleinen, aber buildpraegenden Bonus."
Yara Kest,char_yara,10,Hitze 20,ab_char_yara_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Kranarm,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Ueberladung,"[""vehicle"", ""Werkstatt-Rig"", ""Ueberladung""]",Kranhexe Modulstufe 1,"Kranarm ist die Signaturtechnik des Kranhexe (Werkstatt-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Yara Kest,char_yara,18,Hitze 35,ab_char_yara_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Reparaturfeld,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Ueberladung,"[""vehicle"", ""Werkstatt-Rig"", ""Ueberladung""]",Kranhexe Modulstufe 2,"Reparaturfeld ist die Signaturtechnik des Kranhexe (Werkstatt-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Yara Kest,char_yara,30,Resonanzkern,ab_char_yara_vehicle_3,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Schlackewerfer,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_3,Ueberladung,"[""vehicle"", ""Werkstatt-Rig"", ""Ueberladung""]",Kranhexe Modulstufe 3,"Schlackewerfer ist die Signaturtechnik des Kranhexe (Werkstatt-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Neris Vael,char_neris,0,keine,ab_char_neris_basic,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Neriss Grundkette,"Schnelle Standardkombo, die Ressourcen erzeugt und den Charakterrhythmus lehrt. Spielt zerbrechlich, unheimlich, explosiv.",basic,Echohunger,"[""Echo-Mage / Opfermagie"", ""Echohunger""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Neris Vael,char_neris,4,keine,ab_char_neris_heavy,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Neriss Brecher,"Langsamer, schwerer Treffer mit hohem Haltungs- und Fahrzeugpanzer-Schaden. Spielt zerbrechlich, unheimlich, explosiv.",heavy,Echohunger,"[""Echo-Mage / Opfermagie"", ""Echohunger""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Neris Vael,char_neris,8,1 Fokus,ab_char_neris_skill_1,"Wenn ein zweiter Spieler waehrend Echozunge ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Echozunge,"Echozunge ist eine Kerntechnik fuer Echo-Mage / Opfermagie: sie setzt Echohunger ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_1,Echohunger,"[""Scherbenkrone/Wurzelwald"", ""Echohunger"", ""onfoot""]",Post-20h: Stimme im Glas Nachhall / Bindung 1,"Im Traumsaege wird Echozunge als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Neris Vael,char_neris,12,2 Fokus,ab_char_neris_skill_2,"Wenn ein zweiter Spieler waehrend Fremder Schmerz ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Fremder Schmerz,"Fremder Schmerz ist eine Kerntechnik fuer Echo-Mage / Opfermagie: sie setzt Echohunger ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_2,Echohunger,"[""Scherbenkrone/Wurzelwald"", ""Echohunger"", ""onfoot""]",Post-20h: Stimme im Glas Nachhall / Bindung 1,"Im Traumsaege wird Fremder Schmerz als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Neris Vael,char_neris,16,1 Resonanz,ab_char_neris_skill_3,"Wenn ein zweiter Spieler waehrend Sichelkreis ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Sichelkreis,"Sichelkreis ist eine Kerntechnik fuer Echo-Mage / Opfermagie: sie setzt Echohunger ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_3,Echohunger,"[""Scherbenkrone/Wurzelwald"", ""Echohunger"", ""onfoot""]",Post-20h: Stimme im Glas Nachhall / Bindung 2,"Im Traumsaege wird Sichelkreis als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Neris Vael,char_neris,20,2 Resonanz,ab_char_neris_skill_4,"Wenn ein zweiter Spieler waehrend Erinnerungsriss ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Erinnerungsriss,"Erinnerungsriss ist eine Kerntechnik fuer Echo-Mage / Opfermagie: sie setzt Echohunger ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Echohunger,"[""Scherbenkrone/Wurzelwald"", ""Echohunger"", ""onfoot""]",Post-20h: Stimme im Glas Nachhall / Bindung 3,"Im Traumsaege wird Erinnerungsriss als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Neris Vael,char_neris,90,volle Resonanz,ab_char_neris_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Ich bin nicht sie,"Ultimative Charaktertechnik: Ich bin nicht sie verwandelt den persoenlichen Konflikt von Neris Vael in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Echohunger,"[""ultimate"", ""Echohunger""]",Bindung 3 oder Story-Schluessel fuer Neris Vael,"Im Fahrzeug loest Ich bin nicht sie einen Signatur-Overdrive des Traumsaege aus, inklusive Spezialkamera und Teamfenster."
Neris Vael,char_neris,0,passiv,ab_char_neris_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Neris Vaels Thema 'Identitaet, fremde Erinnerung, Selbstbestimmung' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Echohunger und Dialog-/Questloesungen.",passive_1,Echohunger,"[""passive""]",Talentreihe 1,"Gibt dem Traumsaege einen kleinen, aber buildpraegenden Bonus."
Neris Vael,char_neris,0,passiv,ab_char_neris_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Neris Vaels Thema 'Identitaet, fremde Erinnerung, Selbstbestimmung' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Echohunger und Dialog-/Questloesungen.",passive_2,Echohunger,"[""passive""]",Talentreihe 2,"Gibt dem Traumsaege einen kleinen, aber buildpraegenden Bonus."
Neris Vael,char_neris,0,passiv,ab_char_neris_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Neris Vaels Thema 'Identitaet, fremde Erinnerung, Selbstbestimmung' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Echohunger und Dialog-/Questloesungen.",passive_3,Echohunger,"[""passive""]",Talentreihe 3,"Gibt dem Traumsaege einen kleinen, aber buildpraegenden Bonus."
Neris Vael,char_neris,10,Hitze 20,ab_char_neris_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Traumspur,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Echohunger,"[""vehicle"", ""Echo-Risslaeufer"", ""Echohunger""]",Traumsaege Modulstufe 1,"Traumspur ist die Signaturtechnik des Traumsaege (Echo-Risslaeufer). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Neris Vael,char_neris,18,Hitze 35,ab_char_neris_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Echoportal,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Echohunger,"[""vehicle"", ""Echo-Risslaeufer"", ""Echohunger""]",Traumsaege Modulstufe 2,"Echoportal ist die Signaturtechnik des Traumsaege (Echo-Risslaeufer). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Neris Vael,char_neris,30,Resonanzkern,ab_char_neris_vehicle_3,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Seelenmotor,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_3,Echohunger,"[""vehicle"", ""Echo-Risslaeufer"", ""Echohunger""]",Traumsaege Modulstufe 3,"Seelenmotor ist die Signaturtechnik des Traumsaege (Echo-Risslaeufer). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Velka Sturmtritt,char_velka,0,keine,ab_char_velka_basic,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Velkas Grundkette,"Schnelle Standardkombo, die Ressourcen erzeugt und den Charakterrhythmus lehrt. Spielt verfolgend, kontrollierend, gnadenlos praezise.",basic,Sturmjagd,"[""Lancer / Verfolgerin"", ""Sturmjagd""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Velka Sturmtritt,char_velka,4,keine,ab_char_velka_heavy,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Velkas Brecher,"Langsamer, schwerer Treffer mit hohem Haltungs- und Fahrzeugpanzer-Schaden. Spielt verfolgend, kontrollierend, gnadenlos praezise.",heavy,Sturmjagd,"[""Lancer / Verfolgerin"", ""Sturmjagd""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Velka Sturmtritt,char_velka,8,1 Fokus,ab_char_velka_skill_1,"Wenn ein zweiter Spieler waehrend Sturmlanze ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Sturmlanze,"Sturmlanze ist eine Kerntechnik fuer Lancer / Verfolgerin: sie setzt Sturmjagd ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_1,Sturmjagd,"[""Graumarsch/Eisenbrandkueste"", ""Sturmjagd"", ""onfoot""]",Post-20h: Kein Grab fuer Sturmreiter / Bindung 1,"Im Sturmwidder wird Sturmlanze als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Velka Sturmtritt,char_velka,12,2 Fokus,ab_char_velka_skill_2,"Wenn ein zweiter Spieler waehrend Reiterleine ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Reiterleine,"Reiterleine ist eine Kerntechnik fuer Lancer / Verfolgerin: sie setzt Sturmjagd ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_2,Sturmjagd,"[""Graumarsch/Eisenbrandkueste"", ""Sturmjagd"", ""onfoot""]",Post-20h: Kein Grab fuer Sturmreiter / Bindung 1,"Im Sturmwidder wird Reiterleine als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Velka Sturmtritt,char_velka,16,1 Resonanz,ab_char_velka_skill_3,"Wenn ein zweiter Spieler waehrend Weitwurf ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Weitwurf,"Weitwurf ist eine Kerntechnik fuer Lancer / Verfolgerin: sie setzt Sturmjagd ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_3,Sturmjagd,"[""Graumarsch/Eisenbrandkueste"", ""Sturmjagd"", ""onfoot""]",Post-20h: Kein Grab fuer Sturmreiter / Bindung 2,"Im Sturmwidder wird Weitwurf als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Velka Sturmtritt,char_velka,20,2 Resonanz,ab_char_velka_skill_4,"Wenn ein zweiter Spieler waehrend Jagdurteil ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Jagdurteil,"Jagdurteil ist eine Kerntechnik fuer Lancer / Verfolgerin: sie setzt Sturmjagd ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Sturmjagd,"[""Graumarsch/Eisenbrandkueste"", ""Sturmjagd"", ""onfoot""]",Post-20h: Kein Grab fuer Sturmreiter / Bindung 3,"Im Sturmwidder wird Jagdurteil als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Velka Sturmtritt,char_velka,90,volle Resonanz,ab_char_velka_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Kein Weg bleibt offen,"Ultimative Charaktertechnik: Kein Weg bleibt offen verwandelt den persoenlichen Konflikt von Velka Sturmtritt in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Sturmjagd,"[""ultimate"", ""Sturmjagd""]",Bindung 3 oder Story-Schluessel fuer Velka Sturmtritt,"Im Fahrzeug loest Kein Weg bleibt offen einen Signatur-Overdrive des Sturmwidder aus, inklusive Spezialkamera und Teamfenster."
Velka Sturmtritt,char_velka,0,passiv,ab_char_velka_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Velka Sturmtritts Thema 'Verlust, Professionalitaet, Zugehoerigkeit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Sturmjagd und Dialog-/Questloesungen.",passive_1,Sturmjagd,"[""passive""]",Talentreihe 1,"Gibt dem Sturmwidder einen kleinen, aber buildpraegenden Bonus."
Velka Sturmtritt,char_velka,0,passiv,ab_char_velka_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Velka Sturmtritts Thema 'Verlust, Professionalitaet, Zugehoerigkeit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Sturmjagd und Dialog-/Questloesungen.",passive_2,Sturmjagd,"[""passive""]",Talentreihe 2,"Gibt dem Sturmwidder einen kleinen, aber buildpraegenden Bonus."
Velka Sturmtritt,char_velka,0,passiv,ab_char_velka_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Velka Sturmtritts Thema 'Verlust, Professionalitaet, Zugehoerigkeit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Sturmjagd und Dialog-/Questloesungen.",passive_3,Sturmjagd,"[""passive""]",Talentreihe 3,"Gibt dem Sturmwidder einen kleinen, aber buildpraegenden Bonus."
Velka Sturmtritt,char_velka,10,Hitze 20,ab_char_velka_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Verfolgungsseil,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Sturmjagd,"[""vehicle"", ""Jagd-Rig"", ""Sturmjagd""]",Sturmwidder Modulstufe 1,"Verfolgungsseil ist die Signaturtechnik des Sturmwidder (Jagd-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Velka Sturmtritt,char_velka,18,Hitze 35,ab_char_velka_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Sturmkamm,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Sturmjagd,"[""vehicle"", ""Jagd-Rig"", ""Sturmjagd""]",Sturmwidder Modulstufe 2,"Sturmkamm ist die Signaturtechnik des Sturmwidder (Jagd-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Velka Sturmtritt,char_velka,30,Resonanzkern,ab_char_velka_vehicle_3,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Rammgalopp,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_3,Sturmjagd,"[""vehicle"", ""Jagd-Rig"", ""Sturmjagd""]",Sturmwidder Modulstufe 3,"Rammgalopp ist die Signaturtechnik des Sturmwidder (Jagd-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Cyr Ohne Gestern,char_cyr,0,keine,ab_char_cyr_basic,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Cyrs Grundkette,"Schnelle Standardkombo, die Ressourcen erzeugt und den Charakterrhythmus lehrt. Spielt adaptiv, fremd, lernend.",basic,Formschock,"[""Adaptive / Formwechsel"", ""Formschock""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Cyr Ohne Gestern,char_cyr,4,keine,ab_char_cyr_heavy,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Cyrs Brecher,"Langsamer, schwerer Treffer mit hohem Haltungs- und Fahrzeugpanzer-Schaden. Spielt adaptiv, fremd, lernend.",heavy,Formschock,"[""Adaptive / Formwechsel"", ""Formschock""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
